s2_caption,image_uri,tokenized_caption
metaanalysis results showing regions of significant p  005 corrected overlap acr size indicates increased cluster volume pcn precuneus mni coordinates 40 68 42 1 16 16 4 50 pcing posterior cingulate  28 66 18 cun cuneus 8 68 36 mfg cingulate  10 20 36 figure created using brainnet viewer httpwwwnitrcorgprojec resonance imaging,d8529f8192a1d9ab70728ac3fae2d412a461a481_4-Figure1-1.png,"['metaanalysis', 'results', 'showing', 'regions', 'of', 'significant', 'p', '005', 'corrected', 'overlap', 'acr', 'size', 'indicates', 'increased', 'cluster', 'volume', 'pcn', 'precuneus', 'mni', 'coordinates', '40', '68', '42', '1', '16', '16', '4', '50', 'pcing', 'posterior', 'cingulate', '28', '66', '18', 'cun', 'cuneus', '8', '68', '36', 'mfg', 'cingulate', '10', '20', '36', 'figure', 'created', 'using', 'brainnet', 'viewer', 'httpwwwnitrcorgprojec', 'resonance', 'imaging']"
ct perfusion images before and after surgery images show cerebral hemodynamics changes of pre and postoperation of a leftsided superficial temporal arterytomiddle cerebral artery anastomosis in moyamoya disease axial perfusion ct images show reduced a cerebral blood flow cbf increased b cerebral blood volume cbv delayed c mean transit time mtt and d time to peak ttp in the region of left middle cerebral artery before surgery the postoperative wholebrain perfusion ct images show increased e cbf reduced f cbv g mtt and h ttp in the region of left middle cerebral artery doi101371journalpone0057595g003,a5779fb8cc28231c150e90e57e3b29e6b6ffa2b8_3-Figure3-1.png,"['ct', 'perfusion', 'images', 'before', 'and', 'after', 'surgery', 'images', 'show', 'cerebral', 'hemodynamics', 'changes', 'of', 'pre', 'and', 'postoperation', 'of', 'a', 'leftsided', 'superficial', 'temporal', 'arterytomiddle', 'cerebral', 'artery', 'anastomosis', 'in', 'moyamoya', 'disease', 'axial', 'perfusion', 'ct', 'images', 'show', 'reduced', 'a', 'cerebral', 'blood', 'flow', 'cbf', 'increased', 'b', 'cerebral', 'blood', 'volume', 'cbv', 'delayed', 'c', 'mean', 'transit', 'time', 'mtt', 'and', 'd', 'time', 'to', 'peak', 'ttp', 'in', 'the', 'region', 'of', 'left', 'middle', 'cerebral', 'artery', 'before', 'surgery', 'the', 'postoperative', 'wholebrain', 'perfusion', 'ct', 'images', 'show', 'increased', 'e', 'cbf', 'reduced', 'f', 'cbv', 'g', 'mtt', 'and', 'h', 'ttp', 'in', 'the', 'region', 'of', 'left', 'middle', 'cerebral', 'artery', 'doi101371journalpone0057595g003']"
variable pressure scanning electron microscope image of a transverse section of quercus sp oak waterlogged wood from a 17th century shipwreck in salcombe bay devon uk whose vessel sizes and shapes along with parenchyma and fibres have been severely distorted after rapid drying out following removal from the marine environment image c r cartwright vc the trustees of the british museum,20b025500baa8cec9d00bd7447c955963627733c_4-Figure3-1.png,"['variable', 'pressure', 'scanning', 'electron', 'microscope', 'image', 'of', 'a', 'transverse', 'section', 'of', 'quercus', 'sp', 'oak', 'waterlogged', 'wood', 'from', 'a', '17th', 'century', 'shipwreck', 'in', 'salcombe', 'bay', 'devon', 'uk', 'whose', 'vessel', 'sizes', 'and', 'shapes', 'along', 'with', 'parenchyma', 'and', 'fibres', 'have', 'been', 'severely', 'distorted', 'after', 'rapid', 'drying', 'out', 'following', 'removal', 'from', 'the', 'marine', 'environment', 'image', 'c', 'r', 'cartwright', 'vc', 'the', 'trustees', 'of', 'the', 'british', 'museum']"
penile ultrasound 5 minutes after xiaflex injection into the plaque showing increased echogenicity from microbubbles in the plaque in a transverse view and b longitudinal view,7016e641247d9a79c9a38f232e5773a3b1691da5_2-Figure1-1.png,"['penile', 'ultrasound', '5', 'minutes', 'after', 'xiaflex', 'injection', 'into', 'the', 'plaque', 'showing', 'increased', 'echogenicity', 'from', 'microbubbles', 'in', 'the', 'plaque', 'in', 'a', 'transverse', 'view', 'and', 'b', 'longitudinal', 'view']"
close up side view of a single rightsided sm on a t1 sagittal plane the left side is hidden behind the t1 sagittal plane showing the stria arching over the interthalamic adhesion male aged 40,0025c7bdd8c55b49087f1a9ff68acf873f03a3aa_9-Figure8-1.png,"['close', 'up', 'side', 'view', 'of', 'a', 'single', 'rightsided', 'sm', 'on', 'a', 't1', 'sagittal', 'plane', 'the', 'left', 'side', 'is', 'hidden', 'behind', 'the', 't1', 'sagittal', 'plane', 'showing', 'the', 'stria', 'arching', 'over', 'the', 'interthalamic', 'adhesion', 'male', 'aged', '40']"
thickening of the wall of the small intestine upstream of a mechanical occlusion due to an adhesion band with moderate ischaemia the beak sign is clearly visible on the coronal reconstruction a double arrow whereas symmetric circumferential wall thickening with double target enhancement can be seen both on the axial section b and on the coronal reconstruction arrow surgery found moderate ischaemia of an upstream loop of the small intestine which was easily reversible by warming,b0bb7fed1544541ee78468c8696b8044535c71a8_10-Figure9-1.png,"['thickening', 'of', 'the', 'wall', 'of', 'the', 'small', 'intestine', 'upstream', 'of', 'a', 'mechanical', 'occlusion', 'due', 'to', 'an', 'adhesion', 'band', 'with', 'moderate', 'ischaemia', 'the', 'beak', 'sign', 'is', 'clearly', 'visible', 'on', 'the', 'coronal', 'reconstruction', 'a', 'double', 'arrow', 'whereas', 'symmetric', 'circumferential', 'wall', 'thickening', 'with', 'double', 'target', 'enhancement', 'can', 'be', 'seen', 'both', 'on', 'the', 'axial', 'section', 'b', 'and', 'on', 'the', 'coronal', 'reconstruction', 'arrow', 'surgery', 'found', 'moderate', 'ischaemia', 'of', 'an', 'upstream', 'loop', 'of', 'the', 'small', 'intestine', 'which', 'was', 'easily', 'reversible', 'by', 'warming']"
apical three chamber view showing contrast opacification during power pulse inversion imaging in akinetic segments middistal septum and apex panel a these segments improved during dobutamine infusion arrows panel b,a21d0dbbebd41c75efc189a63f2bc16ea00b915c_3-Figure1-1.png,"['apical', 'three', 'chamber', 'view', 'showing', 'contrast', 'opacification', 'during', 'power', 'pulse', 'inversion', 'imaging', 'in', 'akinetic', 'segments', 'middistal', 'septum', 'and', 'apex', 'panel', 'a', 'these', 'segments', 'improved', 'during', 'dobutamine', 'infusion', 'arrows', 'panel', 'b']"
the group voxel pattern relevant to each task for the real fmri data ad plsr eh glm,00396110f9d431c187410b4169efac9bac50f201_10-Figure5-1.png,"['the', 'group', 'voxel', 'pattern', 'relevant', 'to', 'each', 'task', 'for', 'the', 'real', 'fmri', 'data', 'ad', 'plsr', 'eh', 'glm']"
a 76yearold woman case 6 with foveal serous retinal detachment associated with inferior staphyloma a fundus photograph showed inferior staphyloma and inferior peripapillary crescent arrow b fluorescein angiography revealed multiple pinpoint staining arrowheads c baseline spectraldomain optical coherence tomography showed foveal serous retinal detachment d two bevacizumab injections reduced the amount of subretinal f luid srf but srf was still present e srf had increased 2 months later f after one more bevacizumab injection srf decreased slightly but remained g the patient declined further injections at the final visit little srf remained,18a7736730143976794ca780e32960752c023ce6_6-Figure7-1.png,"['a', '76yearold', 'woman', 'case', '6', 'with', 'foveal', 'serous', 'retinal', 'detachment', 'associated', 'with', 'inferior', 'staphyloma', 'a', 'fundus', 'photograph', 'showed', 'inferior', 'staphyloma', 'and', 'inferior', 'peripapillary', 'crescent', 'arrow', 'b', 'fluorescein', 'angiography', 'revealed', 'multiple', 'pinpoint', 'staining', 'arrowheads', 'c', 'baseline', 'spectraldomain', 'optical', 'coherence', 'tomography', 'showed', 'foveal', 'serous', 'retinal', 'detachment', 'd', 'two', 'bevacizumab', 'injections', 'reduced', 'the', 'amount', 'of', 'subretinal', 'f', 'luid', 'srf', 'but', 'srf', 'was', 'still', 'present', 'e', 'srf', 'had', 'increased', '2', 'months', 'later', 'f', 'after', 'one', 'more', 'bevacizumab', 'injection', 'srf', 'decreased', 'slightly', 'but', 'remained', 'g', 'the', 'patient', 'declined', 'further', 'injections', 'at', 'the', 'final', 'visit', 'little', 'srf', 'remained']"
amyloid beta and tau deposition in the 36yearold monkey double staining for phf tau at8 dark purple or black and a brown in brain slices from the 36yearold monkey a pyramidal neurons were positive for at8 arrow a higher magnification of a temporal lobe region indicated by the large rectangle in a is shown in b again showing at8positive neurons in dark purple and apositive deposits in brown at8 immunoreactivity ir was abundant in the globus pallidus arrowhead in a and in the white matter of the hippocampus asterisk in a and d in higher magnification images of the globus pallidus c at8 ir was found along fiber bundles asterisk and small round cells arrowheads see fig 4 for more details brown deposits are macrophages containing hemosiderin higher magnification of the hippocampal white matter asterisk d and e revealed at8positive oligodendroglialike cells arrowheads in e and fibers asterisks in e the hippocampal white matter asterisk f and pyramidal neurons arrow f were also immunopositive with rd4 dark purple staining in f but not for rd3 data not shown images af were captured using a virtual slide system vs120 olympus tokyo japan equipped with extended focus imaging multiple images at different focal planes 17 planes with an interval of 05 m were fused into a single image ac e double staining for at8 dark purple and a brown d klverbarrera stain f rd4 immunostaining counter stained with nuclear fast red bars a5 mm b200 m c100 m d f1 mm e20 m,9d8d9126f68a393a9105f637987c5892ad9db2d7_3-Figure1-1.png,"['amyloid', 'beta', 'and', 'tau', 'deposition', 'in', 'the', '36yearold', 'monkey', 'double', 'staining', 'for', 'phf', 'tau', 'at8', 'dark', 'purple', 'or', 'black', 'and', 'a', 'brown', 'in', 'brain', 'slices', 'from', 'the', '36yearold', 'monkey', 'a', 'pyramidal', 'neurons', 'were', 'positive', 'for', 'at8', 'arrow', 'a', 'higher', 'magnification', 'of', 'a', 'temporal', 'lobe', 'region', 'indicated', 'by', 'the', 'large', 'rectangle', 'in', 'a', 'is', 'shown', 'in', 'b', 'again', 'showing', 'at8positive', 'neurons', 'in', 'dark', 'purple', 'and', 'apositive', 'deposits', 'in', 'brown', 'at8', 'immunoreactivity', 'ir', 'was', 'abundant', 'in', 'the', 'globus', 'pallidus', 'arrowhead', 'in', 'a', 'and', 'in', 'the', 'white', 'matter', 'of', 'the', 'hippocampus', 'asterisk', 'in', 'a', 'and', 'd', 'in', 'higher', 'magnification', 'images', 'of', 'the', 'globus', 'pallidus', 'c', 'at8', 'ir', 'was', 'found', 'along', 'fiber', 'bundles', 'asterisk', 'and', 'small', 'round', 'cells', 'arrowheads', 'see', 'fig', '4', 'for', 'more', 'details', 'brown', 'deposits', 'are', 'macrophages', 'containing', 'hemosiderin', 'higher', 'magnification', 'of', 'the', 'hippocampal', 'white', 'matter', 'asterisk', 'd', 'and', 'e', 'revealed', 'at8positive', 'oligodendroglialike', 'cells', 'arrowheads', 'in', 'e', 'and', 'fibers', 'asterisks', 'in', 'e', 'the', 'hippocampal', 'white', 'matter', 'asterisk', 'f', 'and', 'pyramidal', 'neurons', 'arrow', 'f', 'were', 'also', 'immunopositive', 'with', 'rd4', 'dark', 'purple', 'staining', 'in', 'f', 'but', 'not', 'for', 'rd3', 'data', 'not', 'shown', 'images', 'af', 'were', 'captured', 'using', 'a', 'virtual', 'slide', 'system', 'vs120', 'olympus', 'tokyo', 'japan', 'equipped', 'with', 'extended', 'focus', 'imaging', 'multiple', 'images', 'at', 'different', 'focal', 'planes', '17', 'planes', 'with', 'an', 'interval', 'of', '05', 'm', 'were', 'fused', 'into', 'a', 'single', 'image', 'ac', 'e', 'double', 'staining', 'for', 'at8', 'dark', 'purple', 'and', 'a', 'brown', 'd', 'klverbarrera', 'stain', 'f', 'rd4', 'immunostaining', 'counter', 'stained', 'with', 'nuclear', 'fast', 'red', 'bars', 'a5', 'mm', 'b200', 'm', 'c100', 'm', 'd', 'f1', 'mm', 'e20', 'm']"
contrast ct imaging the arrows indicate the metastatic liver lesion,9cb192501eff2fcffdf6a6ee88d42d721d03e2a3_3-Figure3-1.png,"['contrast', 'ct', 'imaging', 'the', 'arrows', 'indicate', 'the', 'metastatic', 'liver', 'lesion']"
regional volumetric differences in graymatter in theasdpositive group compared with the asdnegative group coronal a sagittal b axial c and render d views showing regions of decreased gray matter warm colors in the asdpositive group compared with the asdnegative group volumetric differences are shown before warm colors and after adjustment for covariates green colors the crosshairs are in the left lateral occipital cortex the color bars represent the tscore right  right,c08fd7918f1263c08e981220f79a1818f3fad8f2_6-Figure2-1.png,"['regional', 'volumetric', 'differences', 'in', 'graymatter', 'in', 'theasdpositive', 'group', 'compared', 'with', 'the', 'asdnegative', 'group', 'coronal', 'a', 'sagittal', 'b', 'axial', 'c', 'and', 'render', 'd', 'views', 'showing', 'regions', 'of', 'decreased', 'gray', 'matter', 'warm', 'colors', 'in', 'the', 'asdpositive', 'group', 'compared', 'with', 'the', 'asdnegative', 'group', 'volumetric', 'differences', 'are', 'shown', 'before', 'warm', 'colors', 'and', 'after', 'adjustment', 'for', 'covariates', 'green', 'colors', 'the', 'crosshairs', 'are', 'in', 'the', 'left', 'lateral', 'occipital', 'cortex', 'the', 'color', 'bars', 'represent', 'the', 'tscore', 'right', 'right']"
brain magnetic resonance imaging mri showed a highdensity spot in the left hippocampus on diffusionweighted imaging at the first admission,3dae20647dce37b414bb2f479cd31a82fdc16c2e_2-Figure1-1.png,"['brain', 'magnetic', 'resonance', 'imaging', 'mri', 'showed', 'a', 'highdensity', 'spot', 'in', 'the', 'left', 'hippocampus', 'on', 'diffusionweighted', 'imaging', 'at', 'the', 'first', 'admission']"
imaging of the intestinal polyp via colonoscopy a and he staining b magnification x400,8f117c622698f5623cd2ac3beea351121d0070c9_5-Figure3-1.png,"['imaging', 'of', 'the', 'intestinal', 'polyp', 'via', 'colonoscopy', 'a', 'and', 'he', 'staining', 'b', 'magnification', 'x400']"
ultrasonography images of the pelvic floor at rest a and during maximum contraction b,03422da52a8c6933c84cb51d37ce6b3a647e5406_2-Figure1-1.png,"['ultrasonography', 'images', 'of', 'the', 'pelvic', 'floor', 'at', 'rest', 'a', 'and', 'during', 'maximum', 'contraction', 'b']"
late phase image showing isotope retention in both patellae the hot patella andjoint line tramline uptake,ad6a23519492a57b3a9a97ca71a6d9fbe9c7a2df_3-Figure6-1.png,"['late', 'phase', 'image', 'showing', 'isotope', 'retention', 'in', 'both', 'patellae', 'the', 'hot', 'patella', 'andjoint', 'line', 'tramline', 'uptake']"
mri plate showing the lesion in the cervical spinal cord in two sections,82a631731d73d76247c05303299a6b4d08fd8329_2-Figure2-1.png,"['mri', 'plate', 'showing', 'the', 'lesion', 'in', 'the', 'cervical', 'spinal', 'cord', 'in', 'two', 'sections']"
results of the fmri analysis on novelty as we are interested in overlap between these distinct forms of novelty all contrasts are presented on a single brain with overlapping activity shown in different colors see legend all clusters are significant at p  005 corrected for cluster extent 48 voxels at t  364 corresponding to p  0001 uncorrected all coordinates,ff7fb4d0e6e67e715a29cb3599cc43438ac5d398_4-Figure3-1.png,"['results', 'of', 'the', 'fmri', 'analysis', 'on', 'novelty', 'as', 'we', 'are', 'interested', 'in', 'overlap', 'between', 'these', 'distinct', 'forms', 'of', 'novelty', 'all', 'contrasts', 'are', 'presented', 'on', 'a', 'single', 'brain', 'with', 'overlapping', 'activity', 'shown', 'in', 'different', 'colors', 'see', 'legend', 'all', 'clusters', 'are', 'significant', 'at', 'p', '005', 'corrected', 'for', 'cluster', 'extent', '48', 'voxels', 'at', 't', '364', 'corresponding', 'to', 'p', '0001', 'uncorrected', 'all', 'coordinates']"
radiology of a patient with simultaneous allergic bronchopulmonary aspergillosis abpa and allergic fungal rhinosinusitis afrs the patient presented with abpa and was diagnosed as afrs a year later when the patient manifested with upper respiratory tract symptoms noncontrast computed tomography ct of the paranasal sinuses showing soft tissue opacity within the right maxillary sinus panel a the soft tissue represents mucus impaction and the mucus is hyperattenuating thin arrow mediastinal sections of the high resolution ct of the chest panel b showing hyperattenuating mucus impaction in the lateral segment of the right middle lobe thick arrow,be6e8a7a7535ccb90749a6a72fd5fa40729a668a_6-Figure3-1.png,"['radiology', 'of', 'a', 'patient', 'with', 'simultaneous', 'allergic', 'bronchopulmonary', 'aspergillosis', 'abpa', 'and', 'allergic', 'fungal', 'rhinosinusitis', 'afrs', 'the', 'patient', 'presented', 'with', 'abpa', 'and', 'was', 'diagnosed', 'as', 'afrs', 'a', 'year', 'later', 'when', 'the', 'patient', 'manifested', 'with', 'upper', 'respiratory', 'tract', 'symptoms', 'noncontrast', 'computed', 'tomography', 'ct', 'of', 'the', 'paranasal', 'sinuses', 'showing', 'soft', 'tissue', 'opacity', 'within', 'the', 'right', 'maxillary', 'sinus', 'panel', 'a', 'the', 'soft', 'tissue', 'represents', 'mucus', 'impaction', 'and', 'the', 'mucus', 'is', 'hyperattenuating', 'thin', 'arrow', 'mediastinal', 'sections', 'of', 'the', 'high', 'resolution', 'ct', 'of', 'the', 'chest', 'panel', 'b', 'showing', 'hyperattenuating', 'mucus', 'impaction', 'in', 'the', 'lateral', 'segment', 'of', 'the', 'right', 'middle', 'lobe', 'thick', 'arrow']"
human sperm treated with alkaline thiogycolate and followed by phasecontrast microscopy  fig  1 a shows an early stage of treatment  the sperm head membranes are relatively intact fig 1 b the head membranes have ruptured and the exposed nucleus begins to expand  a portion of the acrosomal cap is attached to the nucleus tip  fig  1 c the nucleus becomes diffuse with the acrosomal cap still adhering to the tip fig  1 d the final stage of nuclear exposure showing the head cap expelled and the nucleus in an expanded state scale marker 5 u x 1900 ,3d200286e87a4fc17a142652bb71020dc40b9b82_2-Figure1-1.png,"['human', 'sperm', 'treated', 'with', 'alkaline', 'thiogycolate', 'and', 'followed', 'by', 'phasecontrast', 'microscopy', 'fig', '1', 'a', 'shows', 'an', 'early', 'stage', 'of', 'treatment', 'the', 'sperm', 'head', 'membranes', 'are', 'relatively', 'intact', 'fig', '1', 'b', 'the', 'head', 'membranes', 'have', 'ruptured', 'and', 'the', 'exposed', 'nucleus', 'begins', 'to', 'expand', 'a', 'portion', 'of', 'the', 'acrosomal', 'cap', 'is', 'attached', 'to', 'the', 'nucleus', 'tip', 'fig', '1', 'c', 'the', 'nucleus', 'becomes', 'diffuse', 'with', 'the', 'acrosomal', 'cap', 'still', 'adhering', 'to', 'the', 'tip', 'fig', '1', 'd', 'the', 'final', 'stage', 'of', 'nuclear', 'exposure', 'showing', 'the', 'head', 'cap', 'expelled', 'and', 'the', 'nucleus', 'in', 'an', 'expanded', 'state', 'scale', 'marker', '5', 'u', 'x', '1900']"
a axial t1weighted mr image showing retroperitoneal mass with hypointense relative to the liver b hyperintense mass on axial t2weighted mr image and c after contrast material injection poorly enhanced mass on enhanced axial t1weighted mr image,ee483a6e290cef6029c497e7017d2d12bb5d70f9_2-Figure2-1.png,"['a', 'axial', 't1weighted', 'mr', 'image', 'showing', 'retroperitoneal', 'mass', 'with', 'hypointense', 'relative', 'to', 'the', 'liver', 'b', 'hyperintense', 'mass', 'on', 'axial', 't2weighted', 'mr', 'image', 'and', 'c', 'after', 'contrast', 'material', 'injection', 'poorly', 'enhanced', 'mass', 'on', 'enhanced', 'axial', 't1weighted', 'mr', 'image']"
bone scintigraphy is shown the bone scan shows abnormally high,13f7db370afcebe25d74668bde01f21a1ca4534c_2-Figure2-1.png,"['bone', 'scintigraphy', 'is', 'shown', 'the', 'bone', 'scan', 'shows', 'abnormally', 'high']"
serial abdominal computed tomography findings two months postoperatively liver metastases are demonstrated a which increased 6 months postoperatively b the liver metastases resolved after 2 months of restarting gemcitabine plus cisplatin c but it enlarged again 2 months later d,a4711d818c6dfa1839447e979a6650df137948b3_5-Figure7-1.png,"['serial', 'abdominal', 'computed', 'tomography', 'findings', 'two', 'months', 'postoperatively', 'liver', 'metastases', 'are', 'demonstrated', 'a', 'which', 'increased', '6', 'months', 'postoperatively', 'b', 'the', 'liver', 'metastases', 'resolved', 'after', '2', 'months', 'of', 'restarting', 'gemcitabine', 'plus', 'cisplatin', 'c', 'but', 'it', 'enlarged', 'again', '2', 'months', 'later', 'd']"
representative isodose curves of gtv for the bnct alone a in axial and coronal views and bnctimrt b plans in axial and coronal views for a recurrent parotid gland tumor,d0af0d5ca51bb0c12de3da3b445af0d3fe05855a_7-Figure2-1.png,"['representative', 'isodose', 'curves', 'of', 'gtv', 'for', 'the', 'bnct', 'alone', 'a', 'in', 'axial', 'and', 'coronal', 'views', 'and', 'bnctimrt', 'b', 'plans', 'in', 'axial', 'and', 'coronal', 'views', 'for', 'a', 'recurrent', 'parotid', 'gland', 'tumor']"
intracardiac echocardiographic imaging pre and postamplatze deployment,074d4bd2a3af2487d677137504a98fe37689ad9d_4-Figure3-1.png,"['intracardiac', 'echocardiographic', 'imaging', 'pre', 'and', 'postamplatze', 'deployment']"
t1weighted magnetic resonance images showing the region of interest location used for proton magnetic resonance spectroscopy of the midparietal gray matter,6c027bd07bac3a4a8f926c920566efabcb11f3c7_3-Figure1-1.png,"['t1weighted', 'magnetic', 'resonance', 'images', 'showing', 'the', 'region', 'of', 'interest', 'location', 'used', 'for', 'proton', 'magnetic', 'resonance', 'spectroscopy', 'of', 'the', 'midparietal', 'gray', 'matter']"
a c hrctof the temporal bone axial plane left side normal fundus of the internal auditory canal arrow clear demarcation of the basal turn of the cochlea and the vestibulum labyrinthi,3943aaf8f3d2fd7be45cb02761145047d06fcb21_6-Figure4-1.png,"['a', 'c', 'hrctof', 'the', 'temporal', 'bone', 'axial', 'plane', 'left', 'side', 'normal', 'fundus', 'of', 'the', 'internal', 'auditory', 'canal', 'arrow', 'clear', 'demarcation', 'of', 'the', 'basal', 'turn', 'of', 'the', 'cochlea', 'and', 'the', 'vestibulum', 'labyrinthi']"
tumor segmentation steps for one of the tumors patient id bi01 from training set in our database that is visible in the slice by using the method proposed in 78 for the other tumors the same algorithm was used a initial 18ffdg pet and liver segmentation green b 18ffdg initial threshold and finding initial tumor burden liver segmentation green  tumor cores red c finding specific background for each tumor liver segmentation green tumor cores red background blue and d final tumor thresholding liver segmentation green initial tumor volume which is not included in the final tumor segmentation red final tumor segmentation blue,5b9c9c92e28c208490606d4c1438abfe9d6565aa_8-Figure4-1.png,"['tumor', 'segmentation', 'steps', 'for', 'one', 'of', 'the', 'tumors', 'patient', 'id', 'bi01', 'from', 'training', 'set', 'in', 'our', 'database', 'that', 'is', 'visible', 'in', 'the', 'slice', 'by', 'using', 'the', 'method', 'proposed', 'in', '78', 'for', 'the', 'other', 'tumors', 'the', 'same', 'algorithm', 'was', 'used', 'a', 'initial', '18ffdg', 'pet', 'and', 'liver', 'segmentation', 'green', 'b', '18ffdg', 'initial', 'threshold', 'and', 'finding', 'initial', 'tumor', 'burden', 'liver', 'segmentation', 'green', 'tumor', 'cores', 'red', 'c', 'finding', 'specific', 'background', 'for', 'each', 'tumor', 'liver', 'segmentation', 'green', 'tumor', 'cores', 'red', 'background', 'blue', 'and', 'd', 'final', 'tumor', 'thresholding', 'liver', 'segmentation', 'green', 'initial', 'tumor', 'volume', 'which', 'is', 'not', 'included', 'in', 'the', 'final', 'tumor', 'segmentation', 'red', 'final', 'tumor', 'segmentation', 'blue']"
